m,0,sppsrssrsrsrssrprprssrpssssrpppssprrrppssrssrrsrprrprsrrsprsssrpsprprrprssspssprsrsrprrrsssrspsspprsspsssrrrpprrrpsprrpsrrrrpprrpsprrsrrrrspppsppsrprrrrrrrssrspspsrrpsrrsrsprpssrpsprsprrrrrsprrsspspsrpspspsprrrpprprsprsrsrppppspprprpprrpprpsssprpsprsrrpsrprssssprrrrprpssrsssppsppsrpsrrrrssrpssppsssr,56
m,1,rrsrspsrrssrsrrssrrprprsppspsssprrrspsspsssppsrsprprrrrpssrpspsppsprrrrprpprpssssrpsppspsrspsrprprpsssrrsspspsrpppprsrsrsrspsrrsspspprrsrrssrprppsrpspspsrsrpssprprsprsssprrsppspsprpsrrrrpsspppsrsrprspppsrssppsrpsrsspppppsrrrssprrrrrsrsprprsrrssspssssrrpsrprsssprsssspssrsrrssrspsprrrppppssspssprrprsp,56
m,2,rspprsprppprsprsrpprsprppsrpprprpprpprpsrpspprpprpprrprppprprppspsrpprprpsprpsprprpprspprsprsprppsrprspprsprpsprpprpspppppspppprpprpsprprprspprsprpprprprprpprprsprrspprprspprsprpspprrspprprsspprpsrprspprspprpsrpprprsprspprspprpsprpsrpsprpsrpprppprsppprsppsrprprspprsprsprspprprsprpprpprsprprsprpsprpr,56
m,3,prprssspspsssrpsrsrrsprrsrrrrrrprrppsrsrprsssprsrpsrrprspprrsrpssssrsrspsppprssrppssspsrrrsrpsrprpsppsprrrsrrsprsrprprpsppsrrrprprsrpprsprrrrprrrprrsspsspspprrpsrrrpprrpsrsssspsrsrsprprpppsssrsssprspsrprsspspsppppppprrrpssrrrprrrssrssrprpspppsrsspsrprrprsrsrppprprspsppsssrsrsssprppprssrppsssrprprrpp,58
m,4,prpsprpspsrsrssrsrrspsprppsrpsrprppsprppsprpspsprppspssrpspprpsprpspssrsprsssprpsppsrppspppsprpsrspsrrrsrsrrrrsrpprpsrprpsrpsppprsppppppsrsrsrsrssssrppsprssrpspspsppprrspprrsprssrpsprprprspprrpspspssprprpspsrpspssssrpsppprpsprpsppsrpspprpprppsprpprppsprppsppprsrsrsrprprpspprprsprppsprpsprsprpsprsrpr,58
m,5,srprpsrsprpsprprsprpsprssprsprrprpssrprppprrrspsrprspsrpsrpsrprspsrpsrpprsprspsrpsrpsrpsrpprspsrprspsrpsrpsrppsrpsrpsrpsrpsrpsprpsrprpsprpsprpsrpspspspspsprprpprpsrpsppsrprsprppsrpsrpsrprpsprprspsrppsrpsrpsrprsprpsrpsrpsrprpsrsprpsprprsprpsprssprsprrprpssrprppprrrspsrprspsrpsrpsrprspsrpsrpprsprspsrp,60
m,6,psprsprpsrpsprpsrpsprsprpsrpsprpsrpsprpsrpsrpsprpsrpspsrpsrpspspsrppsprpsprpsrppssrprpspsprpsrpsprprpsrsprsprpsprpsprsprpsrpsprrpsprpsprpsprrpsrpprrpspsprsprspsprpsrpsprpsprsprsprpsprsprsprpssprsprpsprsprpsprpsrpsprsprpsprsprsprpsrpsrpsprsprpspsrpsprpsprpsprsprpsprprprsprpsprsprpsprpsprspprpsrpsprps,60
m,7,sspsrpprspprrrpprrrpsrrrrprrrsprrsrpsrpspsrrrsssrspsrssspprrpsrprrrrprsrpssprrrrprsrrsssssrpssssrprpprpprprssspprspspprrrsrsrsrsspsprrssrrrspppsrppsprssssssprrprrrsrpsrppppsprspsppssppsspsrsssprsrrrppprspsrprprrppprsrssssrssssrrrpsspppsprrprspsrpsrpprprrprsrrppsppsspsrpprsrpprrrrrrpprppprspppsssppsp,60
m,8,srprsprsprspsrprsprsprpprsprsprsprsprpsprsprsprspprpsrpprsprsprpsrprpsrprpsrprpsrprsprsprsprpsrprpsrpsrprsprsprpspsrpsrprsprspsrprsprsprsprspsrprpsrprsprpsrprprppsprsprprsprspsrprpspsrpprpsrpsrprsppsrpsprpsprpssprpspprpspprpsrpppsprpsprprssrpprspsprpprpspprpsrppsrprpsppsppsprpsprprspsprpsrprspprsprp,60
m,9,rsprpspspprpsppspprpsrppsrprsprpspsrpsrpsrprsppprpppspprprspsprprspsrppsrprsprspsrppsrpsrpsrpsrppsrpsrpsrprsprsppsrpsrppsrprsprspsrppsrprspsrpsprprpsprpsppppprpspsprprpspprspsppspsrprppsrprsppsrpsprprspsrprsppspsrpsrpprspsrppsrpsrpsrpsrprsprsprsppsrprsprspprspsrprspsprpsrspsrppsrpsrprspsrpsrprsprspr,60
m,10,rpsrpsrpprsprspsrprspsrpsrpsrpsrpsrpsrpsrpsrpsrpsrpsrpsrpsrpsrprsprspsrpsrpsrpsrprspsrprspsrpprsprsprpspsrpprsprsprsprsprsprsprsppsrprprpsrprspsrpsrpprspsrprspsrpsppsrpsrprpsrprsprspsrpsrpsrpsrpsrpsrpsrprsprspsrpsrpsrprsprsprsprsprsprsprsppppppppsrssrsrrssrprppprsssssrsrrpsrprspsrpsprpsrpsrprpsrpsrp,60
m,11,rsrrprrrpssrrrprsssprsrrpprprssrprsrsprpspprpprpprsssssrssspppprppprsprsrprppsppspsrrrsrspssprssrprssrsrrpspssprrsspppsprrsrprspssrpssrsrpppprpsrprpsspspssssprsprrssrrsprpsprprsrprsprrrspsrsrrsrppprsrsrsprrsrrsrprppppsrssrsrrpspssppsppprsrrsrrppssssssrsprprrrpssrpppsssspsrrppprpsrpsrpsrssssppppprsrp,60
m,12,srppsprsrrspsppsrrsrrssprsrpsrprsrrsrrpsrrrrrsprsppppssspsrsrsrsssrssssssrspspppprpppprrrrssprrrspsssrpsssssspspssrppprspsssprrsprsrprsrpsrrrssrsrppssrpsrspsrprprsprpprrsrpppssrrssrpsprrrsrprrspppssrprsprrprpspsssssrrsppssspspsrrssspspppprspprsrppppprprprrsrsprprrrpprsrpssrspprspsrssssrpspprpspsppss,62
m,13,ssrsprsrsppspssppsspspspsrpssssppppsrrpsssrssrrssrpprsrprspprrrppprsssppprprpppprsrssrprpsspssrrppsprspsssspsrsrpspspspppsssrrsrppspsrsrrsssrssprprrrsrrsppsrrppssrrrrsprpspppssrsrsrppsppprrrsrspppsrsppsrsrsrsprsssppsrssrsrsssprrrprpssrrrrrspsppprrprsprsprssrspsssspsppsrrpppssprpsspppsrsspprprrrsrpsr,62
m,14,pssrrrrpspprsprrprspsssrpssprssppspsppprrpsspprrspssprrrrspppsrpssprrssrsrrpspprsspsrrpssppsrpprpsspsrrppssrspspsprprsspsprrrprppsprppsrsssrrprssrspsrpsspprrrssprpsrpssrsrsrrsrssppsprrprpsrrprrpsssprpsspsprssppsssrprrsprppprprsrrppprspprsrsprrsrrssrrssrrssrpprrpspsssrrprssrsssspsrssrsppsrppppspssppp,62
m,15,pssrprrsspprsrpsrrsssrsspspsspsprprrsrsprppppppsrsssprrpspsrsssrrrprssprrsprrpsrssrsppppssssspsspprrsspppspspprrrrrrsrrpprppssrrprrsprrpspprpsrssrsssspprprsrrprssssrrssprsspssrrsspprspssspssrrpsprsssrrspssrrsrspsppppsrrrprrspsprspssppsrrprrrsppsppprprrsrrspprspspssrsrsrrpssrrsspsssprsrsrrsrspssrsspr,62
m,16,rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr,62
m,17,ppsprpssrprpprssssprprpppprsrrsprspssppssrppsrrprsssrrspssrpsssrrpprpspprssrpsrrsprrrrppsrspprrrrrprssspppsprspsrpprpssrspspprpppssrsssspssprprpspprssrpprrrspsprpprprspprsrsrsrprsrsssssrrppprrppppsrssppssrsprrrrrpsssrpspsppprpprsrprpsrrspprsprrsrrsrsprpprrrrrssrsprrrpsrsspprsssrsprrsprsrrprrspssrpss,64
m,18,rpsrprpsrprpsrpsprprpsspprprpspsrprrsssrprpspsrpsrpsrpsprsprspsrprsprspsrpsprspsprsprspsrpsrpsrpsprspsrprprspspsrprprspsrprpssrprpsprpsrpspsrprpspsprprprpspssspspppprspsrprrprsprsprpsrprsrprpsrpsrprpsrprpsrpsprprpsspprprpspsrprrsssrprpspsrpsrpsrpsprsprspsrprsprspsrpsprspsprsprspsrpsrpsrpsprspsrprprs,64
m,19,rsppprspppsprsppssrppsprppppspppsrprsrssprprsprssrprpssrssprpprrpppsrsrpsspspsrrrpsprrssspprpprrrrrprrsrprrsssrsrppssprrssrprprprpsrprpspsrsrpprsrprpprsprsrrsrssspsssrpssrprsppppprrssprprppsrrsprrspprsprrspppssssspsrprprsrsrrsrrpprrssrpssrppssppprpsrrrprssrpprprrsppsrsrrprrsrppprrppsrrpprrprsssrsrpp,64
m,20,sprprssrrppppsrrrsprsrpsrspprsppssprprspprssprprsprsprssssprppppspprrpsrprsrrrpsspsssppspppsrrpppsrsprsppsprpsrprrrrsrpsrrprsrssrppsppppsrpsprprspssrprrrpsppssrrrssssrrpsrrpssprrsrspssrrsrrrsrprrsrssrrpspppspssrppsssrpsprpssrrpsrrpssppsrrsspsppprsppprsrprspspppspprppprrrsprsppprsrprpsspssspsrrrpsrpr,64
m,21,srrrspppssssrprrssspsrrspprrrpssspprrspsssrpssrsrsspsssspppsssrrprprsrsrsspspsspsspprppsrrrppsrpsprspssssrrpspsssrpprppprsppsrprpspsrrprrprsrrrspspssprrrsrsprssrssprsrprrspsspsrpsrpsssprpppppsrpssrspprrpprprsrsrprrpssprspssssrsrspppprrrrprrspprrrsprrpprspsrrrpprprrpssrrsrrrsrrpspsrrpsprpppssspssrrpr,64
m,22,ssssssrsprppsprsrpsprsprpsprpsprsprsssssssssssprpspprpprrpspppsprsprsrssprprprppsprpprppsppspsrpspprppppssssssssssssrrrrrrspspsprppsprsprpppsprpsprpsrppsprsprppprsprpsprsprprpsrpspprsprpppsrpsprpsrpsprpsrpsrpspprpsprpsprpsprspsrpsprspprssrppprsppppppsrrrrrrrrrrrrspspsprpsrpsprsprpsprprpprprprprprpss,64
m,23,prssrpsrrsspssrssrrssssspssprpspprsprppsprrrpsprsrsprspprpprrprpsrprpppppppspprprpsssrsprssprsrssssrspsrprprrsrspsrspppprrrppsrsssrpspppspppsrrssrsrpprspppspsrrrppsspppssrssrprpprspprprsssrspssrprrrrrsrrprpsprsrprsrpprsssssrspprpppprrssrrppprspsprprssppprrrrpssrrrspprsprpppsprsrrprrrsrppssrspssssssr,64
m,24,rpsprsprpsrpspprprpsrpsrpsprpsrppprsppsrsrssrrrspsrppsrpsprpsrprspppsrprsrpsprspsrpsrpsrprspsrssrrrspprpsrpsrpsprsprpsprsprpsrspprpspspsppspprprprpprpspspsprpppppsrprrrsrsrsrprpsprpsprsprpsrpsprpsrpsprpsrpsrpsprpsrpsprpsrprpsprpsrpsprpsprprpsprpsrpsprsprspsrpsrprpssrpsrpsrprpsrprprsprspsprprspprprps,66
m,25,sprpsrpsppspspsrprprprprrrspsppspsrppsrpsprpsrpsprppppsprpspsppsprprprpspspspspsrprprpspspsprprpspspsprpspsrprsppsrprppssppspspspsrprprpsrprprpsprpprprrrrsrsrsrsrsrpprprprprpspsrppsrpsrpsprspsrpssprprsprpprsprpsppsrpprsprprrrsprpsrpprrrsprpsrprpprsprpsprsprprprrppsprprprpspspspprprpsprprrprppspspspr,66
m,26,sprpsrprsprspprpsrpsrprsprprpsrprpsrprsprpsrpprspsrprssrprspsrppsrprspsrprsprprspsrprsprsprprrprprprprprprpprprprprprprprprprprprprprprprrprpprrprprprprprpprprprprprprprpsppspsprpssprpspsrprspsrpspspprspsppsrppsrpsppsrpsprsprprpsrpsrppsprspprspsrppsrprpsrpsrpsrpspsprspsrprpsrpsrpsrpsprpsprpsrprsprsp,66
m,27,sprpsrpsprpsrpsprpsrpsrpsrpsppppsprpppsrppppsrpsrpsrpsprpsprsprpsprpsrpsprpsrpsrssssssssssssssssssssssssrpsrpprpsrpsprpsrpprpsrpsrppprprprpspsppsrpsrppsrpsrpsprppprrrrrrrrrrrrrrrrprrprrrpppppppppppppppppppsrsrsrsrsrsrsrsrsrsrsrsprppppppppppppppppppppppppppppppppppppppppppppppppppsrsrsrsrsrsrssssssss,66
